activity_id,assay_chembl_id,assay_description,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,type,units,uo_units,value
5102628,CHEMBL1639903,Inhibition of human COX2,CCC(CC)COc1cc2c(cc1Cl)C=C(C(=O)O)C(C(F)(F)F)O2,,,CHEMBL1629461,Bioorg Med Chem Lett,2010.0,CHEMBL1630231,,CHEMBL1630231,7.34,1313129,=,1,1,=,,IC50,nM,46.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.046
5102630,CHEMBL1639903,Inhibition of human COX2,O=C(O)C1=Cc2cc(Cl)c(OCC3CCCC3)c(Cl)c2OC1C(F)(F)F,,,CHEMBL1629461,Bioorg Med Chem Lett,2010.0,CHEMBL1630239,,CHEMBL1630239,,1313139,<,1,1,<,,IC50,nM,6.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.006
5102631,CHEMBL1639903,Inhibition of human COX2,CCC(CC)COc1c(Cl)cc2c(c1Cl)OC(C(F)(F)F)C(C(=O)O)=C2,,,CHEMBL1629461,Bioorg Med Chem Lett,2010.0,CHEMBL1630240,,CHEMBL1630240,,1313140,<,1,1,<,,IC50,nM,21.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.021
5102632,CHEMBL1639903,Inhibition of human COX2,CC(C)(C)Oc1c(Cl)cc2c(c1Cl)OC(C(F)(F)F)C(C(=O)O)=C2,,,CHEMBL1629461,Bioorg Med Chem Lett,2010.0,CHEMBL1630241,,CHEMBL1630241,,1313141,<,1,1,<,,IC50,nM,28.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.028
5102633,CHEMBL1639903,Inhibition of human COX2,CC(C)COc1c(Cl)cc2c(c1Cl)O[C@@H](C(F)(F)F)C(C(=O)O)=C2,,,CHEMBL1629461,Bioorg Med Chem Lett,2010.0,CHEMBL1232083,,CHEMBL1232083,,1313142,<,1,1,<,,IC50,nM,28.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.028
5102634,CHEMBL1639903,Inhibition of human COX2,O=C(O)C1=Cc2cc(Cl)c(OCC3CCCCC3)c(Cl)c2OC1C(F)(F)F,,,CHEMBL1629461,Bioorg Med Chem Lett,2010.0,CHEMBL1630242,,CHEMBL1630242,,1313143,<,1,1,<,,IC50,nM,34.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.034
5102641,CHEMBL1639903,Inhibition of human COX2,CC(C)(C)c1cc2c(cc1Cl)C=C(C(=O)O)C(C(F)(F)F)O2,,,CHEMBL1629461,Bioorg Med Chem Lett,2010.0,CHEMBL1630225,,CHEMBL1630225,8.3,1313123,=,1,1,=,,IC50,nM,5.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.005
5102642,CHEMBL1639903,Inhibition of human COX2,CCCc1cc2c(cc1Cl)C=C(C(=O)O)C(C(F)(F)F)O2,,,CHEMBL1629461,Bioorg Med Chem Lett,2010.0,CHEMBL1630226,,CHEMBL1630226,6.82,1313124,=,1,1,=,,IC50,nM,150.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.15
5102643,CHEMBL1639903,Inhibition of human COX2,CC(C)Cc1cc2c(cc1Cl)C=C(C(=O)O)C(C(F)(F)F)O2,,,CHEMBL1629461,Bioorg Med Chem Lett,2010.0,CHEMBL1630227,,CHEMBL1630227,7.7,1313125,=,1,1,=,,IC50,nM,20.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.02
5102644,CHEMBL1639903,Inhibition of human COX2,CC(C)CCc1cc2c(cc1Cl)C=C(C(=O)O)C(C(F)(F)F)O2,,,CHEMBL1629461,Bioorg Med Chem Lett,2010.0,CHEMBL1630228,,CHEMBL1630228,7.03,1313126,=,1,1,=,,IC50,nM,94.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.094
5102645,CHEMBL1639903,Inhibition of human COX2,CC(C)CSc1cc2c(cc1Cl)C=C(C(=O)O)C(C(F)(F)F)O2,,,CHEMBL1629461,Bioorg Med Chem Lett,2010.0,CHEMBL1630229,,CHEMBL1630229,7.72,1313127,=,1,1,=,,IC50,nM,19.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.019
5102646,CHEMBL1639903,Inhibition of human COX2,CC(C)CN(C)c1cc2c(cc1Cl)C=C(C(=O)O)C(C(F)(F)F)O2,,,CHEMBL1629461,Bioorg Med Chem Lett,2010.0,CHEMBL1630230,,CHEMBL1630230,7.16,1313128,=,1,1,=,,IC50,nM,70.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.07
5102682,CHEMBL1639903,Inhibition of human COX2,CC(C)(C)c1cc2c(cc1Cl)C=C(C(=O)O)[C@@H](C(F)(F)F)O2,,,CHEMBL1629461,Bioorg Med Chem Lett,2010.0,CHEMBL1230209,,CHEMBL1230209,7.21,1313150,=,1,1,=,,IC50,nM,62.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.062
5102692,CHEMBL1639903,Inhibition of human COX2,CCCc1cc2c(cc1Cl)C=C(C(=O)O)[C@H](C(F)(F)F)O2,,,CHEMBL1629461,Bioorg Med Chem Lett,2010.0,CHEMBL1630249,,CHEMBL1630249,8.3,1313151,=,1,1,=,,IC50,nM,5.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.005
5102694,CHEMBL1639903,Inhibition of human COX2,CCCc1cc2c(cc1Cl)C=C(C(=O)O)[C@@H](C(F)(F)F)O2,,,CHEMBL1629461,Bioorg Med Chem Lett,2010.0,CHEMBL1630250,,CHEMBL1630250,6.85,1313152,=,1,1,=,,IC50,nM,140.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.14
5102696,CHEMBL1639903,Inhibition of human COX2,CC(C)Cc1cc2c(cc1Cl)C=C(C(=O)O)[C@H](C(F)(F)F)O2,,,CHEMBL1629461,Bioorg Med Chem Lett,2010.0,CHEMBL1630251,,CHEMBL1630251,8.15,1313153,=,1,1,=,,IC50,nM,7.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.007
5102700,CHEMBL1639903,Inhibition of human COX2,CC(C)CSc1cc2c(cc1Cl)C=C(C(=O)O)[C@H](C(F)(F)F)O2,,,CHEMBL1629461,Bioorg Med Chem Lett,2010.0,CHEMBL1630253,,CHEMBL1630253,8.1,1313155,=,1,1,=,,IC50,nM,8.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.008
5102702,CHEMBL1639903,Inhibition of human COX2,CC(C)CSc1cc2c(cc1Cl)C=C(C(=O)O)[C@@H](C(F)(F)F)O2,,,CHEMBL1629461,Bioorg Med Chem Lett,2010.0,CHEMBL1630254,,CHEMBL1630254,6.82,1313156,=,1,1,=,,IC50,nM,150.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.15
5102704,CHEMBL1639903,Inhibition of human COX2,CC(C)CN(C)c1cc2c(cc1Cl)C=C(C(=O)O)[C@H](C(F)(F)F)O2,,,CHEMBL1629461,Bioorg Med Chem Lett,2010.0,CHEMBL1630255,,CHEMBL1630255,7.07,1313157,=,1,1,=,,IC50,nM,85.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.085
5102708,CHEMBL1639903,Inhibition of human COX2,CC(C)CCc1cc2c(cc1Cl)C=C(C(=O)O)[C@H](C(F)(F)F)O2,,,CHEMBL1629461,Bioorg Med Chem Lett,2010.0,CHEMBL1630257,,CHEMBL1630257,7.17,1313159,=,1,1,=,,IC50,nM,68.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.068
5201444,CHEMBL1671271,Inhibition of human COX2,O=C(O)C1=Cc2cc(Cl)cc(-c3ccc(Cl)cc3)c2OC1C(F)(F)F,,,CHEMBL1667779,Bioorg Med Chem Lett,2011.0,CHEMBL1669033,,CHEMBL1669033,7.68,1328906,=,1,1,=,,IC50,nM,21.1,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.0211
5201445,CHEMBL1671271,Inhibition of human COX2,Cc1ccc(-c2cc(Cl)cc3c2OC(C(F)(F)F)C(C(=O)O)=C3)cc1,,,CHEMBL1667779,Bioorg Med Chem Lett,2011.0,CHEMBL1669034,,CHEMBL1669034,6.99,1328907,=,1,1,=,,IC50,nM,103.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.103
5201446,CHEMBL1671271,Inhibition of human COX2,CCc1ccc(-c2cc(Cl)cc3c2OC(C(F)(F)F)C(C(=O)O)=C3)cc1,,,CHEMBL1667779,Bioorg Med Chem Lett,2011.0,CHEMBL1669035,,CHEMBL1669035,7.11,1328908,=,1,1,=,,IC50,nM,78.4,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.0784
5201450,CHEMBL1671271,Inhibition of human COX2,Cc1ccc(-c2cc(Cl)cc3c2OC(C(F)(F)F)C(C(=O)O)=C3)cc1F,,,CHEMBL1667779,Bioorg Med Chem Lett,2011.0,CHEMBL1669039,,CHEMBL1669039,7.18,1328912,=,1,1,=,,IC50,nM,66.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.066
6320454,CHEMBL1817369,Inhibition of human recombinant COX2 expressed in Sf21 cells assessed as PGE2 production using arachidonic acid as substrate preincubated for 15 mins measured after 5 mins by EIA,CN=[S+](C)([O-])c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,,,CHEMBL1811901,Bioorg Med Chem Lett,2011.0,CHEMBL1814813,,CHEMBL1814813,6.81,1449648,=,1,1,=,,IC50,nM,156.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.156
7602588,CHEMBL1909131,DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid),Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1,,,CHEMBL1909046,,,CHEMBL1077,BROMFENAC,CHEMBL1077,8.32,1539560,=,15,1,=,,IC50,nM,4.803,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.004803
8011110,CHEMBL1943384,Inhibition of COX-2,CC(C)(C)OC1Oc2ccccc2-c2nc(NN)ncc21,,,CHEMBL1938325,Bioorg Med Chem Lett,2012.0,CHEMBL1938840,,CHEMBL1938840,7.22,1570548,=,1,1,=,,IC50,nM,60.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,nM,UO_0000065,60.0
8042909,CHEMBL1955378,Inhibition of COX-2-mediated 6-keto-PGF1alpha production in IL-1beta-induced HUVEC preincubated for 20 mins prior A23187 stimulation measured after 15 mins by RIA,Cc1ccnc(C(=O)c2[nH]c3cc(F)ccc3c2CC(=O)O)c1,,,CHEMBL1949501,Eur J Med Chem,2012.0,CHEMBL1950009,,CHEMBL1950009,8.01,1577182,=,1,1,=,,IC50,nM,9.81,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.00981
8042910,CHEMBL1955378,Inhibition of COX-2-mediated 6-keto-PGF1alpha production in IL-1beta-induced HUVEC preincubated for 20 mins prior A23187 stimulation measured after 15 mins by RIA,COc1ccc2c(CC(=O)O)c(C(=O)c3cc(C)ccn3)[nH]c2c1,,,CHEMBL1949501,Eur J Med Chem,2012.0,CHEMBL1950010,,CHEMBL1950010,6.89,1577183,=,1,1,=,,IC50,nM,128.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.128
8042912,CHEMBL1955378,Inhibition of COX-2-mediated 6-keto-PGF1alpha production in IL-1beta-induced HUVEC preincubated for 20 mins prior A23187 stimulation measured after 15 mins by RIA,Cc1ccnc(C(=O)c2[nH]c3ccc(C(C)(C)C)cc3c2CC(=O)O)c1,,,CHEMBL1949501,Eur J Med Chem,2012.0,CHEMBL1950012,,CHEMBL1950012,7.38,1577185,=,1,1,=,,IC50,nM,41.5,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.0415
8042913,CHEMBL1955378,Inhibition of COX-2-mediated 6-keto-PGF1alpha production in IL-1beta-induced HUVEC preincubated for 20 mins prior A23187 stimulation measured after 15 mins by RIA,CCc1ccc2[nH]c(C(=O)c3cc(C)ccn3)c(CC(=O)O)c2c1,,,CHEMBL1949501,Eur J Med Chem,2012.0,CHEMBL1950013,,CHEMBL1950013,7.8,1577186,=,1,1,=,,IC50,nM,15.7,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.0157
8042914,CHEMBL1955378,Inhibition of COX-2-mediated 6-keto-PGF1alpha production in IL-1beta-induced HUVEC preincubated for 20 mins prior A23187 stimulation measured after 15 mins by RIA,Cc1ccnc(C(=O)c2[nH]c3ccc(OC(F)(F)F)cc3c2CC(=O)O)c1,,,CHEMBL1949501,Eur J Med Chem,2012.0,CHEMBL1950014,,CHEMBL1950014,7.4,1577187,=,1,1,=,,IC50,nM,39.6,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.0396
8042916,CHEMBL1955378,Inhibition of COX-2-mediated 6-keto-PGF1alpha production in IL-1beta-induced HUVEC preincubated for 20 mins prior A23187 stimulation measured after 15 mins by RIA,Cc1ccnc(C(=O)c2[nH]c3cc(Cl)c(F)cc3c2CC(=O)O)c1,,,CHEMBL1949501,Eur J Med Chem,2012.0,CHEMBL1950016,,CHEMBL1950016,8.17,1577189,=,1,1,=,,IC50,nM,6.77,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.00677
8042917,CHEMBL1955378,Inhibition of COX-2-mediated 6-keto-PGF1alpha production in IL-1beta-induced HUVEC preincubated for 20 mins prior A23187 stimulation measured after 15 mins by RIA,Cc1ccnc(C(=O)c2[nH]c3ccc(F)cc3c2CC(=O)O)c1,,,CHEMBL1949501,Eur J Med Chem,2012.0,CHEMBL1950017,,CHEMBL1950017,8.25,1577190,=,1,1,=,,IC50,nM,5.68,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.00568
8042918,CHEMBL1955378,Inhibition of COX-2-mediated 6-keto-PGF1alpha production in IL-1beta-induced HUVEC preincubated for 20 mins prior A23187 stimulation measured after 15 mins by RIA,COc1ccc2[nH]c(C(=O)c3cc(C)ccn3)c(CC(=O)O)c2c1,,,CHEMBL1949501,Eur J Med Chem,2012.0,CHEMBL1950018,,CHEMBL1950018,6.89,1577191,=,1,1,=,,IC50,nM,128.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.128
8042919,CHEMBL1955378,Inhibition of COX-2-mediated 6-keto-PGF1alpha production in IL-1beta-induced HUVEC preincubated for 20 mins prior A23187 stimulation measured after 15 mins by RIA,CCc1cc(C(=O)c2[nH]c3cc(Cl)ccc3c2CC(=O)O)ncc1Cl,,,CHEMBL1949501,Eur J Med Chem,2012.0,CHEMBL1950019,,CHEMBL1950019,7.51,1577192,=,1,1,=,,IC50,nM,30.7,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.0307
8042920,CHEMBL1955378,Inhibition of COX-2-mediated 6-keto-PGF1alpha production in IL-1beta-induced HUVEC preincubated for 20 mins prior A23187 stimulation measured after 15 mins by RIA,O=C(O)Cc1c(C(=O)c2cc3c(cn2)CCCC3)[nH]c2cc(Cl)ccc12,,,CHEMBL1949501,Eur J Med Chem,2012.0,CHEMBL1950020,,CHEMBL1950020,7.72,1577193,=,1,1,=,,IC50,nM,19.2,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.0192
8056065,CHEMBL1959074,Inhibition of human recombinant COX2,CC(C)Cc1ccc(C(C)C(=O)Oc2ccc(CCO)cc2)cc1,,,CHEMBL1955816,J Med Chem,2012.0,CHEMBL1958349,,CHEMBL1958349,9.7,1583104,=,1,1,=,,IC50,nM,0.2,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.0002
10873574,CHEMBL2025082,Inhibition of recombinant COX2,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,,,CHEMBL2021904,Bioorg Med Chem Lett,2012.0,CHEMBL23588,FLUFENAMIC ACID,CHEMBL23588,7.7,1639447,=,1,1,=,,IC50,nM,20.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.02
10908184,CHEMBL2039689,Inhibition of human COX2 measured after pre-incubation of enzyme with compound,NC(CO)(CO)CO.O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,,,CHEMBL2034951,J Med Chem,2011.0,CHEMBL1201124,KETOROLAC TROMETHAMINE,CHEMBL469,6.92,1647880,=,1,1,=,,IC50,nM,120.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.12
12072259,CHEMBL2161532,Inhibition of human recombinant COX2 expressed in insect cells using arachidonic acid as substrate incubated for 1 min prior to substrate addition measured for 25 secs by TMPD-based chromogenic assay,CC(Oc1cc(=O)oc2ccccc12)C(=O)N1CCCC1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL2157877,Bioorg Med Chem Lett,2012.0,CHEMBL2158361,,CHEMBL2158361,,1733293,=,1,1,=,,IC50,nM,0.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.0
12533573,CHEMBL3076632,Inhibition of COX2 (unknown origin),CS(=O)(=O)c1ccc(/C=C(\c2ccccc2)c2ccc(Cl)cc2)cc1,,,CHEMBL3045408,Med Chem Res,2013.0,CHEMBL2283174,,CHEMBL2283174,6.94,1825668,=,1,1,=,,IC50,nM,114.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.114
12533575,CHEMBL3076632,Inhibition of COX2 (unknown origin),CS(=O)(=O)c1ccc(/C=C(\c2ccccc2)c2ccc(F)cc2)cc1,,,CHEMBL3045408,Med Chem Res,2013.0,CHEMBL2283172,,CHEMBL2283172,7.5,1825666,=,1,1,=,,IC50,nM,32.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.032
12533576,CHEMBL3076632,Inhibition of COX2 (unknown origin),Cc1ccc(/C(=C/c2ccc(S(C)(=O)=O)cc2)c2ccccc2)cc1,,,CHEMBL3045408,Med Chem Res,2013.0,CHEMBL2283171,,CHEMBL2283171,6.92,1825665,=,1,1,=,,IC50,nM,120.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.12
12533592,CHEMBL3076632,Inhibition of COX2 (unknown origin),CCCCCCCC(=C(c1ccccc1)c1ccccc1)c1ccc(S(C)(=O)=O)cc1,,,CHEMBL3045408,Med Chem Res,2013.0,CHEMBL2283156,,CHEMBL2283156,6.82,1825649,=,1,1,=,,IC50,nM,150.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.15
12533595,CHEMBL3076632,Inhibition of COX2 (unknown origin),CC/C(=C(\c1ccccc1)c1ccc(OC(C)=O)cc1)c1ccc(S(C)(=O)=O)cc1,,,CHEMBL3045408,Med Chem Res,2013.0,CHEMBL2283154,,CHEMBL2283154,7.52,1825646,=,1,1,=,,IC50,nM,30.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.03
12533606,CHEMBL3076632,Inhibition of COX2 (unknown origin),CCCCCC/C(=C(\c1ccccc1)c1ccc(N=[N+]=[N-])cc1)c1ccccc1,,,CHEMBL3045408,Med Chem Res,2013.0,CHEMBL2283180,,CHEMBL2283180,6.96,1825677,=,1,1,=,,IC50,nM,110.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.11
12533611,CHEMBL3076632,Inhibition of COX2 (unknown origin),CCCCCC/C(=C(\c1ccccc1)c1ccc(NS(C)(=O)=O)cc1)c1ccccc1,,,CHEMBL3045408,Med Chem Res,2013.0,CHEMBL2283175,,CHEMBL2283175,7.52,1825672,=,1,1,=,,IC50,nM,30.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.03
12723781,CHEMBL2353244,Inhibition of COX2 in human blood assessed as TxB2 level after 1 hr by enzyme immunoassay,CCSc1nc(-c2ccc(Cl)cc2)c(-c2ccc(S(C)(=O)=O)cc2)[nH]1,,,CHEMBL2346538,Bioorg Med Chem,2013.0,CHEMBL2347673,,CHEMBL2347673,6.96,1875533,=,1,1,=,,IC50,nM,110.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.11
12723782,CHEMBL2353244,Inhibition of COX2 in human blood assessed as TxB2 level after 1 hr by enzyme immunoassay,CCSc1nc(-c2ccc(F)cc2)c(-c2ccc(S(C)(=O)=O)cc2)[nH]1,,,CHEMBL2346538,Bioorg Med Chem,2013.0,CHEMBL2347672,,CHEMBL2347672,7.1,1875532,=,1,1,=,,IC50,nM,80.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.08
12723783,CHEMBL2353244,Inhibition of COX2 in human blood assessed as TxB2 level after 1 hr by enzyme immunoassay,CCSc1nc(-c2ccccc2)c(-c2ccc(S(C)(=O)=O)cc2)[nH]1,,,CHEMBL2346538,Bioorg Med Chem,2013.0,CHEMBL2347671,,CHEMBL2347671,7.3,1875531,=,1,1,=,,IC50,nM,50.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.05
12723787,CHEMBL2353244,Inhibition of COX2 in human blood assessed as TxB2 level after 1 hr by enzyme immunoassay,CSc1nc(-c2ccc(Cl)cc2)c(-c2ccc(S(C)(=O)=O)cc2)[nH]1,,,CHEMBL2346538,Bioorg Med Chem,2013.0,CHEMBL2347668,,CHEMBL2347668,7.0,1875527,=,1,1,=,,IC50,nM,100.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.1
12723788,CHEMBL2353244,Inhibition of COX2 in human blood assessed as TxB2 level after 1 hr by enzyme immunoassay,CSc1nc(-c2ccc(F)cc2)c(-c2ccc(S(C)(=O)=O)cc2)[nH]1,,,CHEMBL2346538,Bioorg Med Chem,2013.0,CHEMBL2347667,,CHEMBL2347667,7.16,1875526,=,1,1,=,,IC50,nM,70.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.07
12723789,CHEMBL2353244,Inhibition of COX2 in human blood assessed as TxB2 level after 1 hr by enzyme immunoassay,CSc1nc(-c2ccccc2)c(-c2ccc(S(C)(=O)=O)cc2)[nH]1,,,CHEMBL2346538,Bioorg Med Chem,2013.0,CHEMBL2347677,,CHEMBL2347677,7.22,1875540,=,1,1,=,,IC50,nM,60.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.06
13325781,CHEMBL2389370,Inhibition of COX2 in human HNSCC1483 cells using [1-14C]-arachidonic acid as substrate assessed as inhibition of substrate oxygenation preincubated for 30 mins followed by substrate addition measured after 20 mins by thin layer chromatographic analysis,COc1ccc2c(c1)c(CC(=O)O)c(C(F)(F)F)n2C(=O)c1ccc(Cl)cc1,,,CHEMBL2384982,ACS Med Chem Lett,2013.0,CHEMBL2386352,,CHEMBL2386352,6.82,1896707,=,1,1,=,,IC50,nM,150.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.15
13349004,CHEMBL2400366,Inhibition of human recombinant COX2 by fluorescence assay,NS(=O)(=O)c1ccc(CCn2cc(-c3ccc(Cl)cc3)nn2)cc1,,,CHEMBL2396544,Bioorg Med Chem,2013.0,CHEMBL2398541,,CHEMBL2398541,6.77,1904225,=,1,1,=,,IC50,nM,170.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.17
13905542,CHEMBL3119935,Inhibition of COX-2 in human whole blood assessed as PGE2 level in plasma after 5 mins by enzyme immunoassay,Cc1ccc(Nc2cnccc2NS(=O)(=O)C(F)(F)F)cc1Br,,,CHEMBL3112465,Eur J Med Chem,2014.0,CHEMBL3113234,,CHEMBL3113234,7.05,1963874,=,1,1,=,,IC50,nM,90.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.09
14569713,CHEMBL3240512,Inhibition of human recombinant COX-2 assessed as decrease in PGH2 production using arachidonic acid as substrate treated with enzyme for 10 mins prior to substrate challenge for 2 mins by enzyme immunoassay,CN1C(=O)C(c2ccccc2)=C(c2ccc(S(N)(=O)=O)cc2)C1=O,,,CHEMBL3232944,Bioorg Med Chem Lett,2014.0,CHEMBL3233599,,CHEMBL3233599,7.44,2081916,=,1,1,=,,IC50,nM,36.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.036
14569714,CHEMBL3240512,Inhibition of human recombinant COX-2 assessed as decrease in PGH2 production using arachidonic acid as substrate treated with enzyme for 10 mins prior to substrate challenge for 2 mins by enzyme immunoassay,Cc1ccc(C2=C(c3ccc(S(N)(=O)=O)cc3)C(=O)N(C)C2=O)cc1,,,CHEMBL3232944,Bioorg Med Chem Lett,2014.0,CHEMBL3233600,,CHEMBL3233600,7.07,2081917,=,1,1,=,,IC50,nM,85.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.085
14569715,CHEMBL3240512,Inhibition of human recombinant COX-2 assessed as decrease in PGH2 production using arachidonic acid as substrate treated with enzyme for 10 mins prior to substrate challenge for 2 mins by enzyme immunoassay,COc1ccc(C2=C(c3ccc(S(N)(=O)=O)cc3)C(=O)N(C)C2=O)cc1,,,CHEMBL3232944,Bioorg Med Chem Lett,2014.0,CHEMBL3233601,,CHEMBL3233601,7.28,2081918,=,1,1,=,,IC50,nM,53.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.053
14569716,CHEMBL3240512,Inhibition of human recombinant COX-2 assessed as decrease in PGH2 production using arachidonic acid as substrate treated with enzyme for 10 mins prior to substrate challenge for 2 mins by enzyme immunoassay,CN1C(=O)C(c2ccc(Cl)cc2)=C(c2ccc(S(N)(=O)=O)cc2)C1=O,,,CHEMBL3232944,Bioorg Med Chem Lett,2014.0,CHEMBL3233602,,CHEMBL3233602,8.22,2081919,=,1,1,=,,IC50,nM,6.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.006
